NoText_reg,BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K20,BTR_noCVEM_K30,BTR_noCVEM_K50
-0.2546673582941653,-0.3268725148777497,-0.8161932866663629,-0.8164966918569441,-0.7717627247472908,-0.8134033631621729
-0.2546673582941653,-0.3268669314075569,-0.8161928831206018,-0.8164966361001865,-0.771761583779345,-0.813403341737439
-0.2546673582941653,-0.32685688792956985,-0.8161928062373385,-0.8164965357589529,-0.7717611920015847,-0.8134000239513249
-0.2546673582941653,-0.32685411792828084,-0.8161926855573346,-0.8164959590029224,-0.7717598712162789,-0.813399772905561
-0.2546673582941653,-0.32684953748701,-0.8161912549502814,-0.8164952209879677,-0.7717598578231362,-0.8133994204745817
-0.2546673582941653,-0.32683796173917357,-0.8161911592648887,-0.8164950501378861,-0.7717597646706338,-0.8133990951344067
-0.2546673582941653,-0.32683607167462636,-0.8161905202731915,-0.8164943208846863,-0.7717580708186277,-0.8133989610303246
-0.2546673582941653,-0.32679704614293215,-0.8161903625812346,-0.8164936745932732,-0.7717575512440576,-0.8133978513554826
-0.2546484935299014,-0.32678074408092317,-0.8161895709147686,-0.8164929171696305,-0.771757040134333,-0.8133970087375761
-0.2546484935299014,-0.3267723642493781,-0.8161892189584702,-0.8164917779218791,-0.7717560417260642,-0.8133958482503715
-0.2546484935299014,-0.3267697094768348,-0.8161891479140135,-0.8164913573064769,-0.7717556822828111,-0.8133958055617799
-0.2546484935299014,-0.3267601048240032,-0.8161886976848409,-0.8164912085560642,-0.7717554170371593,-0.8133954162955026
-0.2546484935299014,-0.32675216414022695,-0.8161882113610426,-0.8164908069298038,-0.771755242760811,-0.8133953141871112
-0.2546484935299014,-0.32674121801952255,-0.8161872533310238,-0.8164893462862997,-0.7717550843934459,-0.8133934106338955
-0.2546484935299014,-0.3267388681485604,-0.8161870040548125,-0.8164888005586831,-0.7717548948928189,-0.8133919107557482
-0.2546484935299014,-0.32673187747856663,-0.8161868572473054,-0.8164883931828892,-0.7717519295513341,-0.8133916494813841
-0.2546484935299014,-0.32673144826745154,-0.816186382745117,-0.8164882342789694,-0.7717517693646487,-0.8133892072371319
-0.2546484935299014,-0.32672717263696455,-0.8161853889448439,-0.8164876196204587,-0.7717501845076924,-0.813387955325258
-0.2546484935299014,-0.32672056556278667,-0.816184906362327,-0.8164874722033072,-0.7717492298081331,-0.8133875763855408
-0.2546484935299014,-0.32671784297761675,-0.8161844912300859,-0.8164873691046938,-0.7717486333707833,-0.8133867292015017
-0.2546484935299014,-0.3267149701536938,-0.8161837993748671,-0.8164873406292025,-0.7717476169439117,-0.8133839204708668
-0.2546484935299014,-0.3267148362589982,-0.816181297002125,-0.8164872065930671,-0.7717463924816489,-0.8133829449124677
-0.2546484935299014,-0.3267056381923949,-0.8161800078758396,-0.8164863719153564,-0.7717459849482887,-0.8133796396685801
-0.2546484935299014,-0.32668904225440887,-0.8161791862613694,-0.8164863576899963,-0.7717454034384318,-0.8133783703793166
-0.2546484935299014,-0.32666100569685863,-0.8161789565071981,-0.8164851077634121,-0.7717449758908971,-0.813377883753304
-0.2546484935299014,-0.32665408870886836,-0.816178837096272,-0.816484182645117,-0.7717445859568305,-0.8133771957220839
-0.2546484935299014,-0.3266523110998536,-0.8161775941792968,-0.8164833563568844,-0.7717443996634311,-0.813376261559256
-0.2546484935299014,-0.3266358939320454,-0.8161775466527916,-0.8164830520693676,-0.771743431346506,-0.8133744468526618
-0.25463399147116844,-0.3266320731303485,-0.8161774817188023,-0.8164826149949025,-0.7717416019702374,-0.8133731179598499
-0.25463399147116844,-0.326626589159515,-0.8161774149343815,-0.8164824100018081,-0.7717415367423246,-0.8133725764241788
-0.25463399147116844,-0.32660693182659833,-0.816177283162675,-0.8164823443397428,-0.7717408225998404,-0.813372169068687
-0.25463399147116844,-0.326603153998823,-0.8161769612153565,-0.8164822308563766,-0.77173981014537,-0.8133720583781278
-0.25463399147116844,-0.32660172477586125,-0.8161758238012121,-0.8164805072850112,-0.7717374175295794,-0.8133710000827433
-0.25463399147116844,-0.3265992725940561,-0.8161755780254284,-0.816480378518684,-0.7717372643846993,-0.8133686336356583
-0.25463399147116844,-0.32659574344297004,-0.8161746090795904,-0.8164784759231076,-0.7717366824443264,-0.813367393480165
-0.25463399147116844,-0.3265928677450358,-0.8161736366069247,-0.816477883920668,-0.7717362586812107,-0.8133658468687275
-0.25463399147116844,-0.3265694540470524,-0.8161732682299905,-0.816477561695689,-0.7717351283479698,-0.8133657751272257
-0.25463399147116844,-0.3265628563213747,-0.8161730814666879,-0.8164771808254181,-0.7717324497993782,-0.8133652243872135
-0.25463399147116844,-0.3265622788882425,-0.8161718308565666,-0.8164769764670731,-0.7717321707600896,-0.8133636290541585
-0.25463399147116844,-0.326562212723694,-0.8161717881106728,-0.816475355158415,-0.7717319898452085,-0.813362374480561
-0.25463399147116844,-0.32655581344903795,-0.8161708485038771,-0.8164751551399715,-0.7717319374012103,-0.8133617494009765
-0.25463399147116844,-0.3265316308471023,-0.8161689024974899,-0.816474782869895,-0.7717312259834593,-0.8133610571808324
-0.25463399147116844,-0.326518920622247,-0.8161675480830198,-0.8164742254715814,-0.7717310651335327,-0.8133608308283915
-0.25463399147116844,-0.32651429574820395,-0.8161675026439954,-0.8164728693214168,-0.7717309128357251,-0.8133606720411874
-0.25463399147116844,-0.3265121977498532,-0.8161666796074027,-0.8164726917229881,-0.7717300272135449,-0.8133603906361873
-0.25463399147116844,-0.3265042336986418,-0.8161645091330454,-0.816470444360964,-0.7717293348523433,-0.8133586284530806
-0.25463399147116844,-0.3264931794086822,-0.8161644071528087,-0.8164671258958723,-0.7717285732093835,-0.8133568655708133
-0.25463399147116844,-0.32648006834475135,-0.8161626194802994,-0.8164666221472021,-0.7717262882905818,-0.8133567590273578
-0.2546194285297799,-0.3264471204582658,-0.8161626083680515,-0.8164660969584344,-0.7717260010332018,-0.8133565210092101
-0.2546194285297799,-0.3264406958859789,-0.8161625524272074,-0.816465554433619,-0.7717251297181242,-0.8133552238096762
-0.2546194285297799,-0.3264350408758263,-0.8161612655700834,-0.8164648468506378,-0.7717247077469616,-0.8133549089380869
-0.2546194285297799,-0.32642919710559726,-0.8161609064296299,-0.8164648355914557,-0.7717239979356914,-0.813354841308427
-0.2546194285297799,-0.32640014816509555,-0.8161598167495961,-0.8164635674327545,-0.7717236140930224,-0.8133535592183418
-0.2546194285297799,-0.32638630412006175,-0.8161597141818364,-0.8164624558867893,-0.7717221034475917,-0.8133521895621522
-0.2546194285297799,-0.3263812014973465,-0.8161595187996474,-0.816460571041401,-0.771720213061669,-0.8133519551341193
-0.2546194285297799,-0.32637325753173474,-0.8161583780821919,-0.8164596492882326,-0.771720154809164,-0.8133496232602703
-0.2546194285297799,-0.3263637567970113,-0.8161576754145267,-0.8164580179615248,-0.7717201239824908,-0.8133490366528333
-0.2546194285297799,-0.3263606870907038,-0.8161574036842216,-0.8164577730220495,-0.7717181297484572,-0.8133484977601136
-0.2546194285297799,-0.3263558943996122,-0.8161556053415208,-0.8164551169369866,-0.7717180725881673,-0.8133480542295046
-0.2546194285297799,-0.3263509443215583,-0.8161543659205106,-0.8164550790677195,-0.7717179245968576,-0.8133471784699497
-0.2546194285297799,-0.3263412914621749,-0.8161540538306752,-0.8164542847589745,-0.7717168932625398,-0.8133470842979531
-0.2546194285297799,-0.32633260071442693,-0.8161540436583509,-0.8164540564459153,-0.771716172333968,-0.8133467403310395
-0.2546194285297799,-0.3263265048450819,-0.8161532603524446,-0.8164526373994974,-0.7717138466068482,-0.8133462422123292
-0.2546194285297799,-0.32631790087442053,-0.8161530945851168,-0.8164525041834482,-0.7717129127699794,-0.8133462335166592
-0.2546194285297799,-0.3263172370486039,-0.8161522333275186,-0.8164519889933174,-0.7717123917828623,-0.8133452416644953
-0.2546194285297799,-0.3263137325822757,-0.8161520172538081,-0.8164501008266769,-0.7717123909955653,-0.8133451689061144
-0.2546194285297799,-0.3263054210637099,-0.8161516437782046,-0.8164485249943919,-0.7717121214161057,-0.8133434836667637
-0.2546194285297799,-0.32630532375993243,-0.8161514609265617,-0.8164484165599007,-0.7717117384558213,-0.8133422866607702
-0.2546108782221448,-0.32629989492266587,-0.8161509204992932,-0.8164482688119526,-0.7717116678087799,-0.8133421254630511
-0.2546108782221448,-0.32629681603240357,-0.8161505685725535,-0.8164476931732086,-0.7717112927541199,-0.8133419499621453
-0.2546108782221448,-0.32629182885658925,-0.8161490346890695,-0.8164474881750755,-0.7717088613065036,-0.8133418167151253
-0.2546108782221448,-0.32627684972179977,-0.8161484442208408,-0.8164457530694798,-0.771708662567514,-0.8133402841276346
-0.2546108782221448,-0.32627637527021647,-0.8161472024031958,-0.8164455401269743,-0.7717081062230496,-0.8133377311397452
-0.2546108782221448,-0.3262744055449797,-0.8161469502986883,-0.8164434845892219,-0.7717075988905266,-0.8133370569589689
-0.2546108782221448,-0.32621664617277507,-0.8161467041395593,-0.8164432633634964,-0.7717069061120636,-0.8133354011902774
-0.2546108782221448,-0.3262110529735857,-0.8161454036997645,-0.8164424430188627,-0.7717066789107913,-0.8133344573939812
-0.2546108782221448,-0.32620744410282587,-0.8161449351161124,-0.8164418063995352,-0.7717061911455307,-0.8133337359043722
-0.2546108782221448,-0.32616839583340873,-0.8161448265350135,-0.8164394831451335,-0.7717042333157401,-0.8133336765772147
-0.2546108782221448,-0.32613956008782613,-0.8161447160620517,-0.8164383056367625,-0.7717039278066049,-0.8133335536442946
-0.2546108782221448,-0.32613040643316554,-0.8161435330286759,-0.8164380049364879,-0.7717033849494865,-0.8133334796426388
-0.2546108782221448,-0.3261260652156678,-0.8161434979649247,-0.816437793862669,-0.7717024568781827,-0.8133332027918732
-0.2546108782221448,-0.32611933205284266,-0.8161428353836412,-0.8164377398110836,-0.7717015999828415,-0.813332830851668
-0.2546108782221448,-0.32611533391636177,-0.816142631761742,-0.8164366220576864,-0.7717013530698815,-0.813331120776273
-0.2546108782221448,-0.32611508478099854,-0.8161424801738831,-0.8164361025837844,-0.7717006303514256,-0.8133309946805745
-0.2546108782221448,-0.3261146679079542,-0.8161417595952015,-0.8164354718691151,-0.7716998655145593,-0.8133309856248517
-0.2546108782221448,-0.3261128453263983,-0.8161415935058122,-0.8164354461225696,-0.7716984842938909,-0.8133304971104165
-0.2546108782221448,-0.3261092432336661,-0.8161410548803851,-0.8164350855969208,-0.7716982004765977,-0.8133293385375692
-0.2546108782221448,-0.3261086817421076,-0.8161398240726773,-0.8164342639287152,-0.7716975451656853,-0.8133288344351244
-0.2545803097751014,-0.3261057383150394,-0.8161396123784544,-0.816434008997717,-0.7716965480772754,-0.8133288340370914
-0.2545803097751014,-0.3261009512699757,-0.816139384297234,-0.8164332860725353,-0.7716956160917147,-0.8133263817588414
-0.2545803097751014,-0.32609880972734084,-0.8161392051457925,-0.8164329288194032,-0.7716954923524271,-0.8133228585116447
-0.2545803097751014,-0.32609780749855233,-0.8161385287927547,-0.816432842407198,-0.7716910337842744,-0.8133225989576183
-0.2545803097751014,-0.32609295646999875,-0.8161381427005919,-0.8164315140249497,-0.7716900489257392,-0.8133210369760437
-0.2545803097751014,-0.3260921638399872,-0.8161376771748566,-0.8164302824321689,-0.7716893238416699,-0.8133203988348677
-0.2545803097751014,-0.326077929959056,-0.8161372925296796,-0.8164302489449577,-0.7716889828784335,-0.8133191198121704
-0.2545803097751014,-0.32606977133134246,-0.8161365727536162,-0.8164301831282816,-0.7716888331250551,-0.8133183656636755
-0.2545803097751014,-0.3260618793409131,-0.8161351831169704,-0.816429968045828,-0.7716883510733757,-0.8133177701291759
-0.2545803097751014,-0.3260544694061981,-0.8161345307299085,-0.8164287487568701,-0.7716878199074129,-0.8133176303390367
-0.2545803097751014,-0.32604249157686294,-0.8161343907695763,-0.8164287108917009,-0.7716864573105475,-0.8133168205722965
-0.2545803097751014,-0.3260395198842511,-0.8161335990816232,-0.8164285244797019,-0.7716838756480482,-0.8133163129911425
-0.2545803097751014,-0.3260155357881837,-0.8161331164264719,-0.8164276475679628,-0.7716834963626021,-0.8133158972901021
-0.2545803097751014,-0.3260121459975936,-0.8161325798368194,-0.816427571482993,-0.7716826275992358,-0.8133133461150576
-0.2545803097751014,-0.32600360342363405,-0.816131308406894,-0.8164267325220533,-0.7716822726848624,-0.8133126938192918
-0.2545803097751014,-0.32599907510828374,-0.8161309844702399,-0.8164258706340614,-0.7716820486395355,-0.8133120123780456
-0.2545803097751014,-0.32599812263063593,-0.8161306935170349,-0.8164257400725831,-0.7716810638442586,-0.8133118764220989
-0.2545803097751014,-0.3259782914983669,-0.8161306145352326,-0.8164237565484223,-0.7716803334570695,-0.8133108837531821
-0.2545803097751014,-0.3259765138210507,-0.8161302572399491,-0.8164231151024208,-0.7716800775706674,-0.8133105072726357
-0.2545803097751014,-0.3259718492401404,-0.8161302463803716,-0.8164230476965505,-0.7716795849230959,-0.8133102822676286
-0.25451053111204053,-0.3259545526776172,-0.8161295426126413,-0.8164218453744265,-0.771679510140792,-0.8133099378841472
-0.25451053111204053,-0.32592785313151146,-0.8161295393789171,-0.8164216298064165,-0.7716792731682158,-0.8133098226102078
-0.25451053111204053,-0.32592185843062715,-0.8161284781468625,-0.8164210263567659,-0.7716784465679009,-0.8133071642612801
-0.25451053111204053,-0.3259076361255651,-0.8161284300224443,-0.8164198391214017,-0.7716781861635477,-0.8133066424655517
-0.25451053111204053,-0.32589904907432804,-0.8161278551362798,-0.8164191679167903,-0.7716774808497612,-0.813305707790456
-0.25451053111204053,-0.32588232057373856,-0.8161273963829189,-0.8164188379915647,-0.7716752736086447,-0.8133049432914312
-0.25451053111204053,-0.32588123578462025,-0.8161254242533162,-0.8164172619328885,-0.7716740411847772,-0.8133028693226384
-0.25451053111204053,-0.32587907743782335,-0.816125349103661,-0.8164140120890988,-0.7716740133177553,-0.81330163722234
-0.25451053111204053,-0.32587179162454655,-0.8161251166691984,-0.8164137021031608,-0.7716731473987485,-0.8132999686199083
-0.25451053111204053,-0.3258716459401394,-0.8161251110502907,-0.8164130895826329,-0.7716727721379621,-0.813298706173745
-0.25451053111204053,-0.32584627736551935,-0.8161246842181022,-0.8164129488685796,-0.7716720045103692,-0.8132963138149932
-0.25451053111204053,-0.3258431029398026,-0.8161235320253947,-0.8164118964049291,-0.7716714408299877,-0.8132925918574342
-0.25451053111204053,-0.325836401958306,-0.816122728994113,-0.8164117377885042,-0.7716711742623346,-0.8132925891073945
-0.25451053111204053,-0.32583637395786424,-0.8161226810783644,-0.8164108108287055,-0.7716709390607983,-0.8132921582527101
-0.25451053111204053,-0.32583263830747883,-0.8161215435679035,-0.8164105961272313,-0.7716693396625246,-0.813290602054892
-0.25451053111204053,-0.32583203919395975,-0.8161213587667846,-0.8164100123950129,-0.7716687153209618,-0.8132870278111598
-0.25451053111204053,-0.3258214513402047,-0.8161211370374291,-0.8164096310458185,-0.7716680916032362,-0.8132863064785031
-0.25451053111204053,-0.32581838698402044,-0.8161205645735967,-0.8164087614648932,-0.7716666600345666,-0.8132843445067457
-0.25451053111204053,-0.3258097015168974,-0.8161194859372625,-0.8164086268981586,-0.7716658092948221,-0.8132843164858153
-0.25451053111204053,-0.3258054697058294,-0.816117728744375,-0.8164078652703847,-0.7716654309473668,-0.8132828682300111
-0.2544809135996978,-0.32580104048845027,-0.8161172983766178,-0.8164063631487746,-0.7716634830627812,-0.8132824371015257
-0.2544809135996978,-0.3257628097016943,-0.8161172882254469,-0.8164063201734132,-0.7716627678598796,-0.8132801880755557
-0.2544809135996978,-0.32574939598040226,-0.8161148036326259,-0.8164059240773236,-0.7716625916412897,-0.8132798657223902
-0.2544809135996978,-0.3257493270531142,-0.8161146053911689,-0.8164052654662537,-0.771662316005477,-0.8132783177687195
-0.2544809135996978,-0.3257311803565708,-0.8161144506873014,-0.8164046339763086,-0.771661772306577,-0.8132774092913334
-0.2544809135996978,-0.3257203251022985,-0.816113001369137,-0.816404382293227,-0.7716604770891247,-0.8132756437116455
-0.2544809135996978,-0.3257129684834221,-0.8161125544350063,-0.816404262909536,-0.7716598593957451,-0.8132751280864192
-0.2544809135996978,-0.3257038046196889,-0.8161124417193676,-0.8164041179148671,-0.771659429457356,-0.8132743670020682
-0.2544809135996978,-0.32569761130444025,-0.8161118626235037,-0.8164027183762392,-0.7716591423897045,-0.8132741116002471
-0.2544809135996978,-0.32569298308021294,-0.8161112418622997,-0.8164008751100625,-0.7716580290638295,-0.8132729950562088
-0.2544809135996978,-0.325685556145927,-0.8161100728550347,-0.8164006356320145,-0.7716575805045318,-0.8132728558383451
-0.2544809135996978,-0.325670631451119,-0.8161089034479234,-0.8163999318157826,-0.77165711247187,-0.8132718434639142
-0.2544809135996978,-0.3256631908970046,-0.8161080173921551,-0.8163991986704011,-0.7716564682179895,-0.8132713571443237
-0.2544809135996978,-0.32565687449016106,-0.8161079400302902,-0.8163976579738808,-0.7716546031307105,-0.8132704049048678
-0.2544809135996978,-0.3256514540066495,-0.8161074325541471,-0.816397132923273,-0.7716544612860793,-0.8132700259013269
-0.2544809135996978,-0.32562465992001316,-0.8161069451124872,-0.8163967815728388,-0.7716539007118373,-0.8132699212011344
-0.2544809135996978,-0.3256047945896632,-0.8161065123164727,-0.8163967343554482,-0.7716535690689068,-0.8132682685881369
-0.2544809135996978,-0.32560364389281105,-0.816105695088073,-0.8163962717822755,-0.7716534161665113,-0.8132676192455051
-0.2544809135996978,-0.3255895614447978,-0.8161052106952672,-0.8163958141781592,-0.7716533844131584,-0.8132672184108485
-0.2544809135996978,-0.32558499198072705,-0.8161046111088638,-0.8163947363859806,-0.771653329858045,-0.813266856278962
-0.25444829497970606,-0.3255620229702031,-0.816104492498742,-0.8163946955962258,-0.7716531086859018,-0.8132667937521959
-0.25444829497970606,-0.32556161922259635,-0.8161044263345639,-0.816394384256347,-0.7716527972661263,-0.8132663247366728
-0.25444829497970606,-0.3255564854253357,-0.8161043050106574,-0.8163923344153593,-0.7716518854751728,-0.8132662329133458
-0.25444829497970606,-0.32555372365367896,-0.8161042729464126,-0.8163920446663877,-0.7716512243962965,-0.8132653308497979
-0.25444829497970606,-0.32553629720123634,-0.8161031931209957,-0.8163918073566507,-0.7716492980230353,-0.8132651009933723
-0.25444829497970606,-0.32552838565299436,-0.8161029859714996,-0.8163914072891021,-0.7716485022058781,-0.8132648439275818
-0.25444829497970606,-0.32552628926497496,-0.8161022968598619,-0.8163913831871944,-0.7716483772568247,-0.813264816163493
-0.25444829497970606,-0.3255259156269223,-0.816101845523116,-0.8163904791558094,-0.7716483431140859,-0.8132637731416356
-0.25444829497970606,-0.3255166562182222,-0.8161011314623998,-0.816390078233253,-0.7716465874997632,-0.8132596716814601
-0.25444829497970606,-0.32551621256117674,-0.8160993982019309,-0.8163892009632104,-0.7716465267444884,-0.8132593616422914
-0.25444829497970606,-0.32550828180795555,-0.8160987647379272,-0.8163878223001808,-0.7716452742975513,-0.8132586070223141
-0.25444829497970606,-0.32549690525015895,-0.8160985080560319,-0.8163872611838388,-0.771644123160045,-0.8132585607629976
-0.25444829497970606,-0.3254956176823413,-0.8160981130470827,-0.8163867212738783,-0.7716439748327151,-0.8132576785727088
-0.25444829497970606,-0.32548765681148617,-0.8160973724035805,-0.8163865051445912,-0.7716438620569904,-0.8132572839611601
-0.25444829497970606,-0.32548501276601993,-0.8160972900627715,-0.8163863961161386,-0.7716430871387856,-0.8132566025944549
-0.25444829497970606,-0.3254838613442339,-0.8160963831404763,-0.8163855204644893,-0.7716429780836241,-0.8132551478057499
-0.25444829497970606,-0.3254756875666426,-0.8160960888860335,-0.8163847152344729,-0.7716415611743016,-0.8132548898309311
-0.25444829497970606,-0.3254753358614562,-0.8160956970851763,-0.8163844946463777,-0.7716406435627452,-0.8132534736864159
-0.25444829497970606,-0.32546661017822925,-0.8160955485406485,-0.8163805992077475,-0.7716388563635108,-0.8132513979570524
-0.25444829497970606,-0.32546567849670416,-0.8160954573661896,-0.8163799723502335,-0.771638183148981,-0.8132505964213915
-0.2543407472000457,-0.3254585086420694,-0.8160954067195633,-0.8163797091907783,-0.7716378987243708,-0.8132502268947219
-0.2543407472000457,-0.325451761711522,-0.8160953655301263,-0.8163788125949449,-0.77163573313744,-0.8132500630647587
-0.2543407472000457,-0.32542774350032855,-0.8160953229206125,-0.816376875349278,-0.7716333675107839,-0.813247856847912
-0.2543407472000457,-0.32539850157802586,-0.8160950689179707,-0.8163754132150033,-0.7716330167217325,-0.8132468663849485
-0.2543407472000457,-0.3253927707877824,-0.8160939282939157,-0.816375165232656,-0.771632558406096,-0.8132467822113663
-0.2543407472000457,-0.3253790610199996,-0.8160914455388644,-0.8163728234224964,-0.7716312179597888,-0.8132465196531216
-0.2543407472000457,-0.32537672924253697,-0.81609023505725,-0.8163713229862092,-0.7716300749690328,-0.8132464364258133
-0.2543407472000457,-0.32537071742359647,-0.8160899392214952,-0.8163708035334266,-0.771629427806705,-0.8132461398061593
-0.2543407472000457,-0.3253520073361204,-0.8160899333409767,-0.8163707330899729,-0.7716292874174934,-0.8132454600144812
-0.2543407472000457,-0.32535016273618067,-0.8160896290809815,-0.816368724940025,-0.7716276704015114,-0.8132448960302158
-0.2543407472000457,-0.32533597743555853,-0.8160889810121753,-0.8163681908546743,-0.7716269366423075,-0.813242883261539
-0.2543407472000457,-0.32533379849012783,-0.816088783443175,-0.8163672017178843,-0.7716264191718561,-0.8132428206051526
-0.2543407472000457,-0.3253313943119994,-0.8160887487569071,-0.8163668559945213,-0.7716263139414287,-0.8132420409268333
-0.2543407472000457,-0.3253279728231003,-0.8160887481817672,-0.816366510208833,-0.7716260679754691,-0.8132412966570783
-0.2543407472000457,-0.325316735334925,-0.8160874989924213,-0.8163661050679138,-0.7716251547932539,-0.8132411155751248
-0.2543407472000457,-0.32531608279491653,-0.8160865523680181,-0.8163648193386227,-0.771622414532483,-0.8132399476464395
-0.2543407472000457,-0.32531246606438424,-0.8160862661762528,-0.8163647544960719,-0.7716221317850737,-0.8132390069359408
-0.2543407472000457,-0.3253043514786234,-0.8160859566608064,-0.8163628893859772,-0.7716212870360265,-0.8132385780138743
-0.2543407472000457,-0.3253026909896732,-0.8160852432146257,-0.8163622303310698,-0.7716204934858658,-0.8132384572348599
-0.2543407472000457,-0.32530163454422056,-0.8160851507173466,-0.8163621286719693,-0.7716202729255492,-0.8132381327278336
-0.2542801375739599,-0.3252897914189098,-0.8160821968561954,-0.8163615271439418,-0.7716196616465277,-0.8132380087977755
-0.2542801375739599,-0.32528051207909897,-0.8160805223442542,-0.8163598109272228,-0.7716188300450874,-0.8132371443530082
-0.2542801375739599,-0.3252786564868265,-0.8160799946165431,-0.8163595165142354,-0.7716184379877432,-0.8132357036278622
-0.2542801375739599,-0.32523920077389323,-0.8160792364928376,-0.8163594385459103,-0.7716182651402759,-0.8132351636612187
-0.2542801375739599,-0.3252254581500452,-0.8160777017078875,-0.8163588810115241,-0.7716177821907794,-0.813234712701893
-0.2542801375739599,-0.32522197254680907,-0.8160771361133778,-0.816358043788034,-0.7716175812935504,-0.8132321923730232
-0.2542801375739599,-0.3252186190702549,-0.8160748175298481,-0.8163556455210523,-0.7716164120975679,-0.8132312181151091
-0.2542801375739599,-0.3252055095932763,-0.8160747900683522,-0.816355457882828,-0.7716164089256796,-0.8132284629918028
-0.2542801375739599,-0.3252012061268053,-0.816074115638515,-0.8163546622271388,-0.7716145550399155,-0.8132283025819704
-0.2542801375739599,-0.325195419543075,-0.8160738871783497,-0.8163541093231587,-0.7716097842302866,-0.8132275294777785
-0.2542801375739599,-0.32517524796765623,-0.8160738584686659,-0.8163540451758601,-0.7716097399996877,-0.8132275252666693
-0.2542801375739599,-0.325174940281406,-0.8160736697885707,-0.8163536409712226,-0.771609694587543,-0.8132270525941844
-0.2542801375739599,-0.32515997101275407,-0.8160721382899666,-0.8163533359975627,-0.7716096772477233,-0.8132270201163205
-0.2542801375739599,-0.3251505883472464,-0.8160718587945417,-0.8163532343405192,-0.7716093696447782,-0.8132262302082508
-0.2542801375739599,-0.3251469264229847,-0.8160715624215242,-0.8163518436501989,-0.7716075053111061,-0.8132258753924949
-0.2542801375739599,-0.3251454051055187,-0.8160712677241208,-0.8163515375488442,-0.7716072830840579,-0.8132247441378304
-0.2542801375739599,-0.3251416274029543,-0.8160709167834529,-0.8163505921760156,-0.7716072075882984,-0.8132230354560903
-0.2542801375739599,-0.3251402399561428,-0.8160705874688694,-0.8163503936776539,-0.7716066428992752,-0.8132215616696572
-0.2542801375739599,-0.3251358012658662,-0.8160703930341353,-0.8163500244373066,-0.7716063345594677,-0.8132187777300199
-0.2542801375739599,-0.32512828708041563,-0.8160689784348516,-0.8163497543371224,-0.7716049001903034,-0.8132183513731928
-0.25427155934933565,-0.3251281705867911,-0.8160670673666471,-0.8163495707519263,-0.7716042764032102,-0.8132179614175296
-0.25427155934933565,-0.3251106803691075,-0.8160666681850912,-0.8163490605308601,-0.7716016247199308,-0.8132179284682965
-0.25427155934933565,-0.32510331720988583,-0.8160657639756158,-0.8163489266802176,-0.7716015640944657,-0.8132178932884789
-0.25427155934933565,-0.3251027304296993,-0.8160657111193088,-0.8163488872569359,-0.771601512932218,-0.8132175331435105
-0.25427155934933565,-0.3250865924196844,-0.8160652485525213,-0.8163486612582411,-0.7716005977346464,-0.8132162269868597
-0.25427155934933565,-0.3250864648586509,-0.8160651961409726,-0.8163485892416014,-0.7715999778703068,-0.8132158929873313
-0.25427155934933565,-0.3250806286082541,-0.8160651159120715,-0.8163476287369957,-0.7715993310068833,-0.8132150397321966
-0.25427155934933565,-0.32507218800507975,-0.8160645202221029,-0.8163473258955126,-0.7715991711345888,-0.81321460423059
-0.25427155934933565,-0.32507144561645823,-0.8160643181555621,-0.8163464523670482,-0.7715982535932162,-0.8132117475709473
-0.25427155934933565,-0.3250608219677812,-0.8160638801530344,-0.8163463612765215,-0.7715966874743891,-0.8132116387134861
-0.25427155934933565,-0.3250527153471381,-0.8160636944762896,-0.8163461651727365,-0.7715964076856336,-0.8132114813404072
-0.25427155934933565,-0.3250328138697826,-0.8160626519122702,-0.8163449750395635,-0.7715962159527358,-0.8132094303265059
-0.25427155934933565,-0.3250290375011052,-0.8160616000355165,-0.8163446798945498,-0.7715957717341636,-0.8132086880056081
-0.25427155934933565,-0.3250221817333612,-0.8160593569872211,-0.8163415985864788,-0.7715957619925871,-0.8132085864617039
-0.25427155934933565,-0.325021570763292,-0.8160592695983468,-0.8163409567809214,-0.7715955125136992,-0.8132054278774442
-0.25427155934933565,-0.3250198680150914,-0.8160586850699613,-0.8163407763296497,-0.7715944458425374,-0.8132052176170111
-0.25427155934933565,-0.3250039584133251,-0.8160579193111069,-0.81634005684296,-0.7715936537993027,-0.8132042977955679
-0.25427155934933565,-0.324990629820756,-0.8160575618363577,-0.8163391563848577,-0.7715929424159139,-0.8132028334713701
-0.25427155934933565,-0.324986782685958,-0.8160548396303319,-0.8163389416698785,-0.7715921553157545,-0.8132025789388755
-0.25427155934933565,-0.3249747843425418,-0.8160544442902923,-0.8163386022868006,-0.7715908879368071,-0.8132015090132829
-0.25420953884485276,-0.3249712610163838,-0.81605437708305,-0.8163385543268629,-0.7715904495595207,-0.8132014789159862
-0.25420953884485276,-0.3249623738829795,-0.8160535455056397,-0.8163384568485473,-0.7715883349047429,-0.8132006678394156
-0.25420953884485276,-0.324957231029083,-0.8160534020242074,-0.8163376674800515,-0.7715871502525569,-0.8131999986446026
-0.25420953884485276,-0.3249551932909721,-0.8160528111050053,-0.8163372890457525,-0.7715868898061091,-0.8131999800152712
-0.25420953884485276,-0.32494065340707007,-0.8160510134745756,-0.8163350634278576,-0.7715863633381527,-0.8131990372752893
