BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K20,BTR_noCVEM_K30,BTR_noCVEM_K50
-0.627382022,-0.899942009,-0.887986604,-0.88119253,-0.888724707
-0.627380975,-0.899940184,-0.887986046,-0.881192299,-0.888723348
-0.627369501,-0.899939696,-0.887985127,-0.881191528,-0.888723237
-0.627358176,-0.899939353,-0.887983782,-0.881191016,-0.888721901
-0.627344574,-0.8999387,-0.887982343,-0.881190928,-0.88871893
-0.627333999,-0.89993793,-0.887982098,-0.881190655,-0.888715895
-0.627313095,-0.899936167,-0.887982025,-0.881190533,-0.888713238
-0.627311936,-0.899933194,-0.887981896,-0.881189473,-0.888712869
-0.627294458,-0.899933143,-0.887980618,-0.881189011,-0.888712343
-0.627291448,-0.899932207,-0.887980605,-0.881186302,-0.888712087
-0.627286701,-0.899927432,-0.887979924,-0.881184882,-0.888709885
-0.627282266,-0.899925124,-0.887979315,-0.881183278,-0.888708552
-0.627281408,-0.899924384,-0.88797789,-0.88118191,-0.888707633
-0.627268526,-0.899923598,-0.887977382,-0.881180568,-0.888707629
-0.627265301,-0.899923099,-0.887976124,-0.881180096,-0.888707421
-0.62726322,-0.899923058,-0.887973815,-0.881179766,-0.888706773
-0.627258251,-0.899920834,-0.887973637,-0.881176631,-0.888706386
-0.627252731,-0.899919393,-0.887973423,-0.881174278,-0.888705282
-0.627240214,-0.899918548,-0.887972885,-0.881173567,-0.888704863
-0.627226221,-0.899918196,-0.887972438,-0.881171727,-0.888703181
-0.627223141,-0.899915754,-0.887971064,-0.881169844,-0.888702144
-0.627201746,-0.899915601,-0.887971032,-0.881169413,-0.888701875
-0.627188489,-0.899914156,-0.887969836,-0.881169253,-0.888701683
-0.627183776,-0.899913302,-0.887969326,-0.881168877,-0.888701131
-0.627183241,-0.899913026,-0.887968569,-0.881167621,-0.888700862
-0.627182085,-0.899912354,-0.88796815,-0.881167453,-0.888700396
-0.627179453,-0.899911622,-0.887968067,-0.881166773,-0.888698904
-0.627179102,-0.89991114,-0.887966085,-0.881165645,-0.888698467
-0.62717281,-0.899910219,-0.887965433,-0.881164463,-0.888698449
-0.627166157,-0.899908256,-0.887964659,-0.881163262,-0.888698144
-0.627135871,-0.899907805,-0.887963697,-0.881161178,-0.888698096
-0.627129464,-0.899906507,-0.887963304,-0.88115681,-0.888697494
-0.627121288,-0.899904612,-0.887962954,-0.88115657,-0.888696703
-0.627115487,-0.899901916,-0.887962597,-0.881154955,-0.888694684
-0.627101517,-0.899900222,-0.887962257,-0.881153578,-0.888692692
-0.627101197,-0.899898817,-0.887962217,-0.881153458,-0.888692615
-0.627089594,-0.899898117,-0.887960414,-0.881153279,-0.888691645
-0.627082467,-0.899898038,-0.887959531,-0.881149204,-0.888690305
-0.627077275,-0.89989537,-0.887959207,-0.881148854,-0.888689547
-0.627060253,-0.899894881,-0.887957643,-0.881145121,-0.888688403
-0.627047497,-0.899894374,-0.887957027,-0.881142417,-0.888685485
-0.627028891,-0.899894027,-0.887956959,-0.881142081,-0.888685403
-0.627024343,-0.899892741,-0.887956911,-0.881136841,-0.888684632
-0.627022745,-0.899892346,-0.88795586,-0.881136823,-0.888684491
-0.627020524,-0.89989229,-0.887955625,-0.881136115,-0.88868381
-0.627011836,-0.89989192,-0.887955561,-0.881135553,-0.888683475
-0.62701177,-0.899891323,-0.887954394,-0.88113399,-0.888683468
-0.627001855,-0.899891193,-0.887954173,-0.881133856,-0.888682521
-0.627001779,-0.899891104,-0.887953955,-0.881133408,-0.888680551
-0.626999278,-0.899890699,-0.887952565,-0.881132564,-0.888675938
-0.626985408,-0.89988917,-0.887952367,-0.881131667,-0.888675877
-0.62697442,-0.899887506,-0.887951163,-0.881130815,-0.888675228
-0.626969297,-0.899887266,-0.887950943,-0.881130254,-0.888674829
-0.626968641,-0.899886067,-0.887950901,-0.881130007,-0.888674528
-0.626964702,-0.899885764,-0.887950047,-0.881125998,-0.888673515
-0.626946712,-0.899883207,-0.887948492,-0.881124982,-0.888673485
-0.626939276,-0.899882879,-0.887947781,-0.881124951,-0.888672705
-0.626936149,-0.89988235,-0.887946598,-0.881124712,-0.888672605
-0.626926199,-0.899881498,-0.887943542,-0.88112409,-0.888672507
-0.626924562,-0.899881128,-0.887942216,-0.881122808,-0.888672303
-0.626911884,-0.899880913,-0.887939235,-0.881121849,-0.88867141
-0.62690557,-0.89987972,-0.887937808,-0.881121364,-0.888670506
-0.626888816,-0.899878732,-0.887936424,-0.881121031,-0.888669573
-0.626871569,-0.899878097,-0.887935992,-0.881119925,-0.888668801
-0.626867663,-0.899876511,-0.887935942,-0.881119721,-0.888666986
-0.626836052,-0.899876108,-0.887935182,-0.881118956,-0.888664114
-0.626831422,-0.899875866,-0.887934761,-0.881118558,-0.888663806
-0.626817474,-0.899875534,-0.887934636,-0.881118317,-0.888662733
-0.626807758,-0.899875394,-0.887933315,-0.881117257,-0.888661545
-0.626764014,-0.89987532,-0.887932964,-0.881116946,-0.888660332
-0.626762424,-0.899873851,-0.887932357,-0.881116386,-0.888659027
-0.626732623,-0.899872738,-0.887931376,-0.881115886,-0.888657511
-0.626729964,-0.899872433,-0.887931346,-0.88111569,-0.888655518
-0.626729864,-0.899871964,-0.887929996,-0.881114898,-0.888653607
-0.626725604,-0.899871504,-0.887929221,-0.881114177,-0.888652818
-0.626717057,-0.899870989,-0.887928317,-0.881113696,-0.888651646
-0.626690878,-0.899870804,-0.887927741,-0.881109849,-0.888651365
-0.626688723,-0.899869859,-0.887927674,-0.881109836,-0.888649392
-0.626680798,-0.899867295,-0.887927512,-0.881109791,-0.888648899
-0.626676443,-0.899867162,-0.887927051,-0.881107392,-0.888647341
-0.626674935,-0.899866946,-0.887926648,-0.881106783,-0.888643675
-0.626659315,-0.899866457,-0.887925733,-0.881106591,-0.888642979
-0.62664604,-0.899865925,-0.887925731,-0.881103477,-0.888641334
-0.626643798,-0.899865448,-0.887924821,-0.881103239,-0.888640044
-0.626638837,-0.899865405,-0.887923891,-0.881102494,-0.888637513
-0.626631459,-0.899865337,-0.887923363,-0.88110224,-0.88863382
-0.626613304,-0.899865117,-0.887922123,-0.88110057,-0.888631588
-0.626588691,-0.899865055,-0.887922071,-0.881099965,-0.888630221
-0.626587748,-0.899863805,-0.887921103,-0.881099714,-0.888629224
-0.626558962,-0.899862349,-0.88791988,-0.881099632,-0.888628742
-0.626556436,-0.899861527,-0.887918555,-0.88109956,-0.888628386
-0.626555389,-0.899861407,-0.887918171,-0.881099466,-0.888625918
-0.626548435,-0.899860565,-0.88791807,-0.88109885,-0.888625658
-0.626543498,-0.899860227,-0.887917819,-0.881098683,-0.888625018
-0.626543169,-0.899860013,-0.887916904,-0.881097007,-0.888623831
-0.626536593,-0.899859484,-0.887913725,-0.881094469,-0.888623313
-0.626532496,-0.899859189,-0.887913118,-0.881093454,-0.888622849
-0.626531356,-0.899858737,-0.8879129,-0.881093437,-0.888620818
-0.626465731,-0.89985869,-0.887910428,-0.881092511,-0.888620559
-0.626465673,-0.899858184,-0.887910127,-0.88109161,-0.888620173
-0.62645126,-0.899856992,-0.887908402,-0.881090514,-0.888619952
-0.626440739,-0.899856414,-0.887908293,-0.881089664,-0.888614777
-0.626437041,-0.899854713,-0.887908146,-0.881089393,-0.888614318
-0.626416381,-0.899854502,-0.887906368,-0.881086854,-0.888613858
-0.626414765,-0.899853419,-0.887906055,-0.881086369,-0.888612842
-0.626411851,-0.899852345,-0.887906028,-0.881085669,-0.888612754
-0.62640813,-0.899850666,-0.887904986,-0.881085148,-0.888611032
-0.626401243,-0.899850335,-0.887904157,-0.881084422,-0.888610246
-0.626389878,-0.89984896,-0.887903335,-0.881083046,-0.888608497
-0.626387533,-0.899846415,-0.887903262,-0.881080201,-0.888607107
-0.62636037,-0.89984633,-0.88790321,-0.881080195,-0.888606744
-0.626333594,-0.899845532,-0.887901719,-0.881074375,-0.888604333
-0.626315054,-0.899842128,-0.887900364,-0.881074025,-0.888603325
-0.626314058,-0.899841997,-0.887896479,-0.881073701,-0.888603146
-0.626312287,-0.899840944,-0.887894973,-0.881073257,-0.888601786
-0.626311576,-0.899839954,-0.887892229,-0.881071402,-0.888601536
-0.626285921,-0.899839407,-0.887891624,-0.881071212,-0.888601121
-0.626270548,-0.89983934,-0.887891152,-0.881070449,-0.888599703
-0.626268624,-0.899838898,-0.887890252,-0.881069131,-0.888599654
-0.626267783,-0.899837005,-0.887889636,-0.881068826,-0.888599501
-0.62624724,-0.899835329,-0.887889607,-0.881065518,-0.888598184
-0.626240088,-0.899833461,-0.887885605,-0.881065087,-0.888597995
-0.626229547,-0.899832635,-0.887885405,-0.881065074,-0.888597378
-0.626226917,-0.899831384,-0.887884148,-0.881064979,-0.888596981
-0.62621412,-0.899830562,-0.887883119,-0.881063955,-0.888596849
-0.626197382,-0.89983004,-0.887882542,-0.881063797,-0.888595583
-0.626195985,-0.899830028,-0.887880161,-0.881061533,-0.888595134
-0.626195703,-0.899829784,-0.887878333,-0.881060658,-0.888594217
-0.626181943,-0.89982748,-0.887876922,-0.881060453,-0.888592341
-0.626163092,-0.899827143,-0.887875349,-0.881057942,-0.88859195
-0.626152274,-0.899826041,-0.887874563,-0.881055783,-0.888590727
-0.626150082,-0.899823989,-0.887874107,-0.881055392,-0.8885902
-0.626136593,-0.899823759,-0.887870374,-0.881054462,-0.888590045
-0.626119177,-0.899822857,-0.887869389,-0.881053821,-0.888587634
-0.626117211,-0.899822525,-0.887868999,-0.881053678,-0.888587248
-0.626109248,-0.899821795,-0.887867714,-0.881052391,-0.88858698
-0.626108758,-0.899820876,-0.8878665,-0.881051249,-0.888586726
-0.626107377,-0.899820093,-0.887866205,-0.8810486,-0.888586642
-0.626079283,-0.899819041,-0.887866151,-0.881048321,-0.888582677
-0.62606743,-0.89981876,-0.887865798,-0.881047609,-0.888578186
-0.626062481,-0.899817658,-0.887865796,-0.881047066,-0.888577726
-0.626017899,-0.899817514,-0.887864706,-0.881046772,-0.888576226
-0.625997391,-0.899817392,-0.887863582,-0.881045464,-0.888575626
-0.625995777,-0.899817182,-0.887863463,-0.881043466,-0.888575371
-0.625991335,-0.89981554,-0.887861524,-0.881043228,-0.888574126
-0.625976146,-0.899814335,-0.887861452,-0.881043092,-0.888574121
-0.625963234,-0.899813828,-0.887860883,-0.881043058,-0.888570401
-0.625960445,-0.899812868,-0.88786028,-0.881042698,-0.888569582
-0.625939889,-0.899812645,-0.887860268,-0.881042484,-0.888568114
-0.625939667,-0.89981183,-0.88785962,-0.881040781,-0.88856738
-0.6259252,-0.899811299,-0.887859592,-0.881040721,-0.88856705
-0.625921674,-0.899810425,-0.887859099,-0.88103928,-0.88856529
-0.625920829,-0.899809887,-0.887858943,-0.881039231,-0.888564766
-0.625909556,-0.899809031,-0.887858549,-0.881039138,-0.888559472
-0.625890675,-0.899808153,-0.887856872,-0.881038499,-0.888559315
-0.625876731,-0.899807185,-0.88785588,-0.881037843,-0.888557403
-0.625872654,-0.89980685,-0.887855371,-0.881037374,-0.888553472
-0.625871903,-0.89980649,-0.887855201,-0.881037201,-0.88855234
-0.625866608,-0.899802415,-0.887854944,-0.881034016,-0.888551627
-0.625834712,-0.899801294,-0.887853115,-0.881033451,-0.888551354
-0.6258328,-0.899801102,-0.887853077,-0.881032629,-0.888548975
-0.625826922,-0.899800725,-0.887852395,-0.881032611,-0.888546901
-0.625823129,-0.89980043,-0.887851911,-0.88103082,-0.888546291
-0.625820461,-0.899799538,-0.887850865,-0.881030324,-0.888545143
-0.625819687,-0.899799416,-0.887850354,-0.881029911,-0.888542584
-0.625809545,-0.899798608,-0.887849562,-0.881029696,-0.888541138
-0.625800051,-0.89979724,-0.887848583,-0.881029679,-0.888540827
-0.625796971,-0.899796814,-0.887845057,-0.88102929,-0.88854044
-0.625788896,-0.899796154,-0.887844549,-0.881029113,-0.888539483
-0.625788203,-0.899795531,-0.887842677,-0.881027888,-0.888539119
-0.625773452,-0.899795069,-0.887842573,-0.88102758,-0.888538772
-0.625770879,-0.89979201,-0.887839429,-0.881027324,-0.888538288
-0.625749024,-0.899791475,-0.887837815,-0.881026386,-0.88853596
-0.625747265,-0.899791252,-0.887836971,-0.88102526,-0.88853437
-0.625698043,-0.899790766,-0.887836875,-0.881021074,-0.888532683
-0.625688994,-0.899790611,-0.887836427,-0.881019312,-0.888532458
-0.625685632,-0.899790377,-0.887835438,-0.881019017,-0.888531204
-0.625683651,-0.899789816,-0.887834803,-0.881018976,-0.888528777
-0.625683164,-0.899788852,-0.887834774,-0.881018116,-0.888528511
-0.625675035,-0.899787723,-0.887833307,-0.881016997,-0.888527735
-0.625674326,-0.899787618,-0.887832248,-0.881015411,-0.888527273
-0.625673148,-0.899786543,-0.887831947,-0.881015186,-0.888525887
-0.625668655,-0.899786205,-0.887831321,-0.881014202,-0.888525755
-0.625661836,-0.899785959,-0.887830898,-0.881013367,-0.888524779
-0.62565898,-0.89978582,-0.887828534,-0.881013317,-0.88852425
-0.625616956,-0.899785611,-0.887826753,-0.881012774,-0.88852417
-0.625592311,-0.899783633,-0.887826701,-0.881012248,-0.888519323
-0.625572788,-0.899782424,-0.887826596,-0.881012173,-0.888518184
-0.625564317,-0.899781732,-0.887824536,-0.881012,-0.888517719
-0.625558899,-0.899781647,-0.887824486,-0.881011136,-0.888517379
-0.625541461,-0.899780533,-0.887822696,-0.881009958,-0.888514413
-0.625518204,-0.899779409,-0.887822478,-0.881009518,-0.888512405
-0.62550728,-0.899778721,-0.887821755,-0.881009456,-0.888511501
-0.625480231,-0.899778463,-0.887821064,-0.881008121,-0.888511425
-0.625477472,-0.89977672,-0.887820611,-0.881006782,-0.888509737
-0.625467397,-0.899776687,-0.887820196,-0.881006593,-0.88850938
-0.625454963,-0.899775858,-0.887818917,-0.881006301,-0.888508915
-0.625448761,-0.899774119,-0.887815872,-0.881005161,-0.888508014
-0.625420135,-0.899773432,-0.88781533,-0.88100418,-0.888507683
-0.625417038,-0.899773146,-0.887814087,-0.881003423,-0.888507148
-0.625415081,-0.899771979,-0.88781308,-0.88100268,-0.888506825
-0.62541294,-0.899771928,-0.887812258,-0.881002278,-0.888506342
-0.625407189,-0.899771485,-0.887811626,-0.881000387,-0.888506295
-0.62540047,-0.899770998,-0.887811098,-0.88100014,-0.888505612
-0.625396154,-0.899770937,-0.887810444,-0.880998793,-0.888503844
-0.625341201,-0.899770382,-0.887810186,-0.880997442,-0.888503677
-0.62533927,-0.899769521,-0.887809896,-0.880995711,-0.888503101
-0.625326175,-0.899769242,-0.887808828,-0.880995684,-0.888501323
-0.625320432,-0.899768812,-0.887808279,-0.880994382,-0.888498954
-0.62531991,-0.899768501,-0.887808277,-0.880994285,-0.888497675
-0.625319422,-0.899767833,-0.887806901,-0.880994104,-0.888497485
-0.62531811,-0.899766014,-0.88780578,-0.880993303,-0.888496259
-0.625318081,-0.89976568,-0.887805691,-0.880993208,-0.88849536
-0.625290138,-0.899765264,-0.887805666,-0.88099267,-0.888493507
-0.625290066,-0.899765075,-0.887805639,-0.880991793,-0.888492229
-0.625272621,-0.89976485,-0.887804097,-0.88099142,-0.888489698
-0.625228456,-0.899764812,-0.887803126,-0.880991024,-0.888489617
-0.625223455,-0.899764672,-0.88780308,-0.880990507,-0.888489094
-0.625221317,-0.899764549,-0.887802771,-0.880990333,-0.88848781
-0.625217998,-0.899764405,-0.887799451,-0.880988706,-0.888487254
-0.625158806,-0.8997644,-0.887799185,-0.880988065,-0.888485216
-0.625157304,-0.899764311,-0.887797812,-0.880986694,-0.888483091
-0.625150735,-0.899762676,-0.887797632,-0.8809866,-0.888482804
-0.625149432,-0.899762615,-0.887797105,-0.880986145,-0.888479784
-0.625146262,-0.899761634,-0.887796014,-0.88098518,-0.888478458
-0.625142368,-0.899760561,-0.887795712,-0.880984357,-0.888477651
-0.625127188,-0.899760357,-0.887795365,-0.880984093,-0.888477317
-0.625113246,-0.899760203,-0.887793666,-0.880982477,-0.888477171
-0.62511216,-0.899759518,-0.887793358,-0.880979089,-0.888476919
-0.625095992,-0.899759268,-0.887793126,-0.880978897,-0.888476011
-0.625072122,-0.899758804,-0.887792248,-0.880977712,-0.888474771
-0.625068177,-0.89975858,-0.887791803,-0.880976128,-0.888473297
-0.625056835,-0.899757086,-0.887790942,-0.880975849,-0.88847256
-0.625055434,-0.899756899,-0.887790883,-0.880974892,-0.888472345
-0.62504224,-0.899756758,-0.887790312,-0.880974803,-0.8884718
-0.625036335,-0.899754543,-0.887790234,-0.880972383,-0.888471002
-0.625036244,-0.899754021,-0.887789445,-0.880972287,-0.888470647
-0.625026795,-0.899753383,-0.887789019,-0.880971864,-0.888469885
-0.625015392,-0.899753185,-0.887788855,-0.880970843,-0.888468836
-0.625005599,-0.899752219,-0.887787972,-0.880970688,-0.888466339
-0.625000498,-0.89975168,-0.887787693,-0.880970288,-0.888465828
-0.624996607,-0.899750759,-0.887787543,-0.880969937,-0.888465321
-0.624990678,-0.899748198,-0.887786947,-0.880969434,-0.888465223
-0.624960392,-0.899747282,-0.887786588,-0.880968989,-0.888463867
-0.62494221,-0.899746471,-0.887784864,-0.88096698,-0.888463625
-0.624936449,-0.899745908,-0.887783418,-0.880966573,-0.888463351
-0.62491137,-0.899745669,-0.887780704,-0.880966475,-0.888461918
-0.624909694,-0.899744533,-0.887779721,-0.880966211,-0.888461813
-0.624899135,-0.899744516,-0.887779215,-0.880965908,-0.888460342
-0.624896708,-0.899744261,-0.88777876,-0.880965247,-0.888457647
-0.624878791,-0.899742565,-0.88777862,-0.880965135,-0.888457396
-0.624876861,-0.899738991,-0.887778541,-0.880964894,-0.888457346
-0.624850189,-0.899737819,-0.887778457,-0.880964276,-0.88845684
-0.624847606,-0.899737487,-0.887778332,-0.88096295,-0.888456609
-0.624816788,-0.899735993,-0.887778209,-0.880962104,-0.888454051
-0.624811368,-0.899735009,-0.887777421,-0.880962055,-0.888453562
-0.624796779,-0.899734982,-0.887777241,-0.880961583,-0.888451875
-0.624758218,-0.899734506,-0.887773468,-0.880960436,-0.888448389
-0.624744575,-0.899732446,-0.887772997,-0.880959752,-0.888447954
-0.624734813,-0.899731764,-0.887772979,-0.880958375,-0.888446811
-0.624728355,-0.899731108,-0.887772909,-0.880958255,-0.88844641
-0.62471836,-0.899730477,-0.887770941,-0.880956576,-0.888444608
-0.624710509,-0.899729612,-0.887770387,-0.880955929,-0.88844273
-0.62469223,-0.899729241,-0.887770262,-0.880955784,-0.888442669
-0.624689346,-0.899727563,-0.887769976,-0.880955511,-0.888441016
-0.624687021,-0.899726874,-0.887768905,-0.880955002,-0.888440662
-0.624685836,-0.899725796,-0.887768785,-0.880954921,-0.888440126
-0.624672876,-0.899722794,-0.887768552,-0.880950936,-0.888439827
-0.624666584,-0.899721693,-0.887767827,-0.880950884,-0.888437642
-0.624655488,-0.899721689,-0.88776761,-0.880950715,-0.888436421
-0.624654308,-0.899721302,-0.887767408,-0.880949053,-0.888435491
-0.624638745,-0.899720972,-0.887765735,-0.880949047,-0.888434613
-0.624617255,-0.89971948,-0.887764874,-0.880948793,-0.888433323
-0.624604435,-0.899718458,-0.887764404,-0.880947548,-0.888430859
-0.624602429,-0.899718433,-0.887764184,-0.880947241,-0.888430782
-0.624596328,-0.899717822,-0.887763907,-0.880946321,-0.888428983
-0.624586009,-0.899717322,-0.887763879,-0.880945865,-0.888428929
-0.624585242,-0.899716661,-0.887763585,-0.88094459,-0.888426881
-0.624571433,-0.899715716,-0.88776347,-0.880944302,-0.888423366
-0.624570058,-0.899715534,-0.887763378,-0.88094423,-0.888423009
-0.624564021,-0.899713783,-0.887763229,-0.880942959,-0.888422788
-0.62455203,-0.899712101,-0.887763101,-0.880939324,-0.888422649
-0.624546832,-0.899710197,-0.887762949,-0.880938868,-0.888420297
-0.624540934,-0.899710005,-0.887762187,-0.880938354,-0.888418948
-0.624536856,-0.899709458,-0.887761304,-0.880937797,-0.88841882
-0.624525095,-0.899709227,-0.887759098,-0.880937725,-0.888416985
-0.624524198,-0.899708404,-0.887757617,-0.8809372,-0.888415171
-0.624520858,-0.899707616,-0.887756721,-0.880937028,-0.888414163
-0.624519306,-0.899707491,-0.887756452,-0.880936937,-0.888413486
-0.624510857,-0.899706586,-0.887754243,-0.880936877,-0.888412575
-0.624494266,-0.899705893,-0.887754143,-0.880935466,-0.888411633
-0.624493296,-0.899705655,-0.887753917,-0.880935406,-0.888411187
-0.62448966,-0.899705632,-0.887753678,-0.880935277,-0.888409623
-0.624454564,-0.899705238,-0.887752893,-0.880934994,-0.888408083
-0.624438772,-0.89970381,-0.887752084,-0.880934845,-0.88840775
-0.624425073,-0.899703724,-0.88775202,-0.880934779,-0.888405893
-0.624423513,-0.899703712,-0.887751377,-0.880934284,-0.888403374
-0.624415112,-0.899702972,-0.887750888,-0.880934252,-0.888403311
-0.624400326,-0.899701885,-0.887750274,-0.880933318,-0.888403191
-0.624396626,-0.899701811,-0.887749875,-0.880933126,-0.888403169
-0.624381994,-0.899699712,-0.887749696,-0.880931708,-0.888402872
-0.624379927,-0.899699285,-0.887748896,-0.880931331,-0.888401816
-0.624377638,-0.899699119,-0.887747847,-0.880929492,-0.888401604
-0.624356593,-0.899699025,-0.887746089,-0.880928865,-0.888401021
-0.624354785,-0.899698851,-0.887745805,-0.880928541,-0.888397115
-0.624340682,-0.899696559,-0.887744836,-0.880928179,-0.888396762
-0.624333454,-0.899695851,-0.887744179,-0.880927037,-0.888395104
-0.624324303,-0.899695804,-0.887742691,-0.880925284,-0.888395002
-0.624318037,-0.899695072,-0.887740471,-0.880924944,-0.888394827
-0.624306476,-0.899694844,-0.887740102,-0.880924548,-0.888392237
-0.624296294,-0.899691857,-0.887739964,-0.880923956,-0.888391626
-0.624287603,-0.899691357,-0.887739686,-0.880923927,-0.888391117
-0.624267335,-0.899687557,-0.887736551,-0.880923602,-0.888391025
-0.624258001,-0.899687179,-0.887736491,-0.88092241,-0.88839012
-0.624256668,-0.899686371,-0.887736448,-0.88092218,-0.888388728
-0.624254717,-0.899685002,-0.887735484,-0.880921271,-0.888388448
-0.624253126,-0.89968487,-0.887734817,-0.880919714,-0.888387976
-0.624252081,-0.899684846,-0.887734523,-0.880916286,-0.888385428
-0.624240003,-0.899684786,-0.88773437,-0.880914332,-0.888380332
-0.624219109,-0.899684455,-0.887733038,-0.880913152,-0.888379192
-0.624192537,-0.899683289,-0.887732705,-0.880912977,-0.888378661
-0.624181799,-0.899683251,-0.887732551,-0.880912615,-0.888377211
-0.624179832,-0.899682624,-0.887732152,-0.880912008,-0.888377176
-0.624153645,-0.89968221,-0.887732146,-0.880909743,-0.888376211
-0.624150027,-0.899681949,-0.887729638,-0.880907092,-0.888375391
-0.624144201,-0.899680696,-0.887728178,-0.880906107,-0.888373507
-0.624143995,-0.899680237,-0.887727494,-0.880904336,-0.88837204
-0.624127505,-0.899678564,-0.887727073,-0.880902622,-0.888371499
-0.624123713,-0.899677585,-0.887726781,-0.880902393,-0.888370218
-0.624116147,-0.899677388,-0.887726653,-0.880900967,-0.888369733
-0.624104662,-0.899677356,-0.887726132,-0.88090063,-0.888369457
-0.624090433,-0.899676441,-0.887725646,-0.880897312,-0.888368811
-0.62407912,-0.899676248,-0.887725582,-0.880897236,-0.888368766
-0.624078565,-0.899674754,-0.88772514,-0.880897124,-0.888368511
-0.624069433,-0.899674495,-0.887724367,-0.880895179,-0.888367253
-0.62406124,-0.899673685,-0.887723849,-0.880894143,-0.888365691
-0.624058646,-0.899673144,-0.887721918,-0.880893107,-0.888364567
-0.624055786,-0.89967263,-0.887721638,-0.880891717,-0.888363379
-0.624047114,-0.899672389,-0.88772143,-0.880891532,-0.888363364
-0.624039133,-0.899670725,-0.887721185,-0.880890595,-0.888360946
-0.624037109,-0.899670541,-0.887720679,-0.880889794,-0.888360938
-0.624028596,-0.89967049,-0.887720642,-0.88088967,-0.888360204
-0.624003602,-0.899669629,-0.887720402,-0.880888695,-0.888360089
-0.623997637,-0.899668995,-0.887720117,-0.880887858,-0.888359188
-0.623994343,-0.899668682,-0.887719233,-0.880887819,-0.888357634
-0.623984353,-0.89966791,-0.887717897,-0.880887515,-0.888357084
-0.623978133,-0.899667425,-0.887717802,-0.880887115,-0.888357032
-0.623969775,-0.89966709,-0.887716215,-0.880885002,-0.888356297
-0.623953373,-0.899666483,-0.887715664,-0.880884769,-0.888355958
-0.623952823,-0.899666305,-0.887715446,-0.880884691,-0.888354857
-0.623952479,-0.899666125,-0.887714915,-0.880884268,-0.888353899
-0.623950416,-0.899665856,-0.887714607,-0.880884079,-0.888353465
-0.623937566,-0.899665717,-0.887714369,-0.880884006,-0.888351461
-0.623918055,-0.899665083,-0.887713617,-0.880883962,-0.88835059
-0.623912634,-0.899664648,-0.887712868,-0.880883213,-0.888348364
-0.623907583,-0.899664049,-0.88771236,-0.880881401,-0.888348268
-0.623907287,-0.899663732,-0.887711845,-0.880881335,-0.888347647
-0.623875818,-0.899663282,-0.887711712,-0.880879847,-0.888347521
-0.623874867,-0.899662538,-0.887711581,-0.880877753,-0.888346599
-0.623873905,-0.899662449,-0.887709776,-0.880877451,-0.888346337
-0.623871351,-0.899660732,-0.887708766,-0.880877434,-0.888343923
-0.623870534,-0.899660658,-0.88770655,-0.880875177,-0.888343839
-0.623866695,-0.899655007,-0.887706399,-0.880874865,-0.8883429
-0.623854107,-0.899654361,-0.887706005,-0.88087291,-0.888342075
-0.623851476,-0.899653883,-0.887705827,-0.880872253,-0.888340297
-0.623845515,-0.899653059,-0.887705034,-0.880871979,-0.888340146
-0.623844992,-0.899653047,-0.887704106,-0.880871805,-0.888339478
-0.62384124,-0.8996529,-0.887703991,-0.880871353,-0.888339093
-0.623833707,-0.89965203,-0.887703947,-0.880870978,-0.888339022
-0.623833254,-0.899651769,-0.887703688,-0.88087014,-0.888338693
-0.623832048,-0.899651558,-0.887703601,-0.880868154,-0.888338528
-0.623824938,-0.899650306,-0.887702759,-0.880867623,-0.888337098
-0.623815505,-0.899649911,-0.887701078,-0.880864895,-0.888336851
-0.623812216,-0.899645997,-0.887700733,-0.88086482,-0.888335995
-0.623804111,-0.899645563,-0.887699837,-0.880863212,-0.888334498
-0.623795992,-0.899643167,-0.887699834,-0.88086161,-0.88833436
-0.623795169,-0.899642961,-0.88769959,-0.880860676,-0.888332307
-0.623780056,-0.89964291,-0.887696941,-0.880859208,-0.88833183
-0.623775133,-0.899642838,-0.887696394,-0.880859076,-0.88833181
-0.623755475,-0.899642616,-0.887694383,-0.88085727,-0.888330217
-0.623754538,-0.899640581,-0.887693284,-0.880855655,-0.88832987
-0.623752046,-0.899638652,-0.887692456,-0.880855196,-0.888329696
-0.62374681,-0.89963862,-0.887691145,-0.880855164,-0.888327233
-0.623716803,-0.899638408,-0.887689849,-0.880854155,-0.888326486
-0.623712961,-0.899636244,-0.887689782,-0.880853464,-0.888325549
-0.623711976,-0.899634691,-0.887686931,-0.880852637,-0.888323618
-0.623705416,-0.899634346,-0.887685628,-0.880851661,-0.888323359
-0.623690811,-0.899633583,-0.887682042,-0.880850466,-0.888323212
-0.623690321,-0.899633185,-0.887680637,-0.880849983,-0.888323086
-0.623690084,-0.899632504,-0.887680618,-0.880848468,-0.888322958
-0.623688648,-0.899631733,-0.887680484,-0.880847995,-0.888322212
-0.623671537,-0.899631401,-0.887678526,-0.880847182,-0.888321781
-0.623669271,-0.899630662,-0.887678197,-0.880846675,-0.888317266
-0.623656055,-0.899630069,-0.887677996,-0.880846621,-0.888317073
-0.62364002,-0.899628806,-0.887677575,-0.880846533,-0.88831705
-0.623637173,-0.899628748,-0.887676015,-0.880844356,-0.888316713
-0.62362749,-0.899628045,-0.887673842,-0.880844275,-0.888316043
-0.623626672,-0.899627474,-0.887673801,-0.880843941,-0.888315289
